SampleWF,Sample,Study,tag,ReadsPipeline,ReadsGatherAsvs,ReadsFilterAuids.Rare,ReadsFilterAuids.NonNifH,ReadsFilterAuids.Length
NEMO.1.no_SRA___Turk048.61197,Turk048.61197,NEMO,NEMO:1:no_SRA, 30734, 29816, 29815, 29799, 29742
NEMO.1.no_SRA___Turk049.61424,Turk049.61424,NEMO,NEMO:1:no_SRA, 43478, 38977, 38956, 38847, 38695
NEMO.1.no_SRA___Turk050.61868,Turk050.61868,NEMO,NEMO:1:no_SRA, 63232, 62109, 62104, 62104, 62092
NEMO.1.no_SRA___Turk051.64631,Turk051.64631,NEMO,NEMO:1:no_SRA, 32389, 30874, 30801, 30721, 30690
NEMO.1.no_SRA___Turk053.64125,Turk053.64125,NEMO,NEMO:1:no_SRA, 24842, 21842, 21491, 21239, 20292
NEMO.1.no_SRA___Turk054.64160,Turk054.64160,NEMO,NEMO:1:no_SRA, 43914, 38636, 38217, 37251, 32926
NEMO.1.no_SRA___Turk055.61107,Turk055.61107,NEMO,NEMO:1:no_SRA,     0,     0,     0,     0,     0
NEMO.1.no_SRA___Turk056.61198,Turk056.61198,NEMO,NEMO:1:no_SRA, 28591, 27036, 26055, 25957, 25869
NEMO.1.no_SRA___Turk057.61432,Turk057.61432,NEMO,NEMO:1:no_SRA, 34301, 32168, 31934, 31759, 30244
NEMO.1.no_SRA___Turk058.61876,Turk058.61876,NEMO,NEMO:1:no_SRA, 38245, 31893, 31025, 30784, 30224
NEMO.1.no_SRA___Turk059.64634,Turk059.64634,NEMO,NEMO:1:no_SRA, 56616, 51194, 50985, 50225, 46865
NEMO.1.no_SRA___Turk061.64126,Turk061.64126,NEMO,NEMO:1:no_SRA, 28437, 13984, 13236, 12684, 10936
NEMO.1.no_SRA___Turk062.64275,Turk062.64275,NEMO,NEMO:1:no_SRA, 52370, 49290, 49145, 49070, 48874
NEMO.1.no_SRA___Turk063.61115,Turk063.61115,NEMO,NEMO:1:no_SRA,     1,     1,     0,     0,     0
NEMO.1.no_SRA___Turk064.61199,Turk064.61199,NEMO,NEMO:1:no_SRA, 17721, 15948, 15584, 14697, 12735
NEMO.1.no_SRA___Turk065.61484,Turk065.61484,NEMO,NEMO:1:no_SRA, 39291, 33927, 33834, 33754, 33656
NEMO.1.no_SRA___Turk066.61972,Turk066.61972,NEMO,NEMO:1:no_SRA, 97399, 89492, 89266, 89048, 88977
NEMO.1.no_SRA___Turk067.64223,Turk067.64223,NEMO,NEMO:1:no_SRA, 47003, 42897, 42865, 42850, 42413
Raes_2020.1.SRP114822___SRR10759546,SRR10759546,Raes_2020,Raes_2020:1:SRP114822, 94247, 93987, 91370, 91364, 91337
Raes_2020.1.SRP114822___SRR10759547,SRR10759547,Raes_2020,Raes_2020:1:SRP114822, 50469, 48099, 46604, 46444, 46379
Raes_2020.1.SRP114822___SRR10759548,SRR10759548,Raes_2020,Raes_2020:1:SRP114822, 62304, 59490, 57845, 57836, 57535
Raes_2020.1.SRP114822___SRR10759549,SRR10759549,Raes_2020,Raes_2020:1:SRP114822, 20994, 11366,  5087,  2237,   138
Raes_2020.1.SRP114822___SRR10759550,SRR10759550,Raes_2020,Raes_2020:1:SRP114822, 56683, 53663, 52926, 52876, 52316
Raes_2020.1.SRP114822___SRR10759551,SRR10759551,Raes_2020,Raes_2020:1:SRP114822, 66625, 56884, 54418, 54105, 51595
Raes_2020.1.SRP114822___SRR10759552,SRR10759552,Raes_2020,Raes_2020:1:SRP114822, 18984, 10762,     0,     0,     0
Raes_2020.1.SRP114822___SRR10759553,SRR10759553,Raes_2020,Raes_2020:1:SRP114822, 24877,  2071,   977,   938,     3
Raes_2020.1.SRP114822___SRR10759554,SRR10759554,Raes_2020,Raes_2020:1:SRP114822, 43430, 14794, 10813,  9345,  3309
Raes_2020.1.SRP114822___SRR10759555,SRR10759555,Raes_2020,Raes_2020:1:SRP114822, 18797,  9653,  5235,  4258,  1090
Raes_2020.1.SRP114822___SRR10759556,SRR10759556,Raes_2020,Raes_2020:1:SRP114822, 58819, 56985, 55364, 55075, 54833
Raes_2020.1.SRP114822___SRR10759557,SRR10759557,Raes_2020,Raes_2020:1:SRP114822, 84749, 79387, 77678, 77490, 75925
Raes_2020.1.SRP114822___SRR10759558,SRR10759558,Raes_2020,Raes_2020:1:SRP114822, 33276, 29539, 27987, 27880, 26391
Raes_2020.1.SRP114822___SRR10759559,SRR10759559,Raes_2020,Raes_2020:1:SRP114822, 67524, 67462, 66872, 66872, 66645
Raes_2020.1.SRP114822___SRR10759560,SRR10759560,Raes_2020,Raes_2020:1:SRP114822, 64199, 62988, 62768, 62734, 61962
Raes_2020.1.SRP114822___SRR10759561,SRR10759561,Raes_2020,Raes_2020:1:SRP114822, 39270, 37508, 36458, 36270, 34290
Raes_2020.1.SRP114822___SRR10759562,SRR10759562,Raes_2020,Raes_2020:1:SRP114822, 66922, 66281, 65042, 65042, 64138
Raes_2020.1.SRP114822___SRR10759563,SRR10759563,Raes_2020,Raes_2020:1:SRP114822, 91765, 90585, 89636, 89625, 89356
Raes_2020.1.SRP114822___SRR10759564,SRR10759564,Raes_2020,Raes_2020:1:SRP114822, 96462, 88436, 86461, 86255, 84513
Raes_2020.1.SRP114822___SRR10759565,SRR10759565,Raes_2020,Raes_2020:1:SRP114822, 21018, 11992,  7875,  6558,  1086
Raes_2020.1.SRP114822___SRR10759566,SRR10759566,Raes_2020,Raes_2020:1:SRP114822,100290, 97500, 95920, 95823, 94779
Raes_2020.1.SRP114822___SRR10759567,SRR10759567,Raes_2020,Raes_2020:1:SRP114822, 27851, 24027, 22402, 22080, 19949
Raes_2020.1.SRP114822___SRR10759568,SRR10759568,Raes_2020,Raes_2020:1:SRP114822, 68718, 68697, 67048, 67048, 42535
Raes_2020.1.SRP114822___SRR10759569,SRR10759569,Raes_2020,Raes_2020:1:SRP114822, 96798, 94545, 92832, 92784, 92422
Raes_2020.1.SRP114822___SRR10759570,SRR10759570,Raes_2020,Raes_2020:1:SRP114822, 87346, 83954, 82577, 82543, 82452
Raes_2020.1.SRP114822___SRR10759571,SRR10759571,Raes_2020,Raes_2020:1:SRP114822, 86688, 86534, 84115, 84115, 84073
Raes_2020.1.SRP114822___SRR10759572,SRR10759572,Raes_2020,Raes_2020:1:SRP114822, 45580, 44805, 44562, 44477, 44437
Raes_2020.1.SRP114822___SRR10759573,SRR10759573,Raes_2020,Raes_2020:1:SRP114822, 31726, 20538, 15880, 14449, 13435
Raes_2020.1.SRP114822___SRR10759574,SRR10759574,Raes_2020,Raes_2020:1:SRP114822, 18665,  8540,  3382,  2123,  1243
Raes_2020.1.SRP114822___SRR10759575,SRR10759575,Raes_2020,Raes_2020:1:SRP114822, 80397, 80048, 75400, 75377, 64998
Raes_2020.1.SRP114822___SRR10759576,SRR10759576,Raes_2020,Raes_2020:1:SRP114822, 10464,  4003,  1583,   479,     7
Raes_2020.1.SRP114822___SRR10759577,SRR10759577,Raes_2020,Raes_2020:1:SRP114822, 25411,  5607,  3372,  1862,   972
Raes_2020.1.SRP114822___SRR10759578,SRR10759578,Raes_2020,Raes_2020:1:SRP114822, 77127, 74938, 73841, 73667, 73498
Raes_2020.1.SRP114822___SRR10759579,SRR10759579,Raes_2020,Raes_2020:1:SRP114822, 43251, 42574, 42128, 42067,  4884
Raes_2020.1.SRP114822___SRR10759580,SRR10759580,Raes_2020,Raes_2020:1:SRP114822, 20214,  9077,  5088,  4225,  3599
Raes_2020.1.SRP114822___SRR10759581,SRR10759581,Raes_2020,Raes_2020:1:SRP114822, 78664, 72863, 72148, 71260, 34105
Raes_2020.1.SRP114822___SRR10759582,SRR10759582,Raes_2020,Raes_2020:1:SRP114822, 81028, 81024, 78434, 78434, 37005
Raes_2020.1.SRP114822___SRR10759583,SRR10759583,Raes_2020,Raes_2020:1:SRP114822, 17785,  4706,  2043,  1282,   534
Raes_2020.1.SRP114822___SRR10759584,SRR10759584,Raes_2020,Raes_2020:1:SRP114822, 27261, 22175, 20232, 19088, 18840
Raes_2020.1.SRP114822___SRR10759585,SRR10759585,Raes_2020,Raes_2020:1:SRP114822, 41311, 25553, 23859, 22509, 21732
Raes_2020.1.SRP114822___SRR10759586,SRR10759586,Raes_2020,Raes_2020:1:SRP114822, 15644,  8392,  5518,  4420,   141
Raes_2020.1.SRP114822___SRR10759587,SRR10759587,Raes_2020,Raes_2020:1:SRP114822, 46854, 39733, 33749, 33555, 33542
Raes_2020.1.SRP114822___SRR10759588,SRR10759588,Raes_2020,Raes_2020:1:SRP114822, 62844, 62313, 61626, 61604, 61536
Raes_2020.1.SRP114822___SRR10759589,SRR10759589,Raes_2020,Raes_2020:1:SRP114822, 16257,  7166,  4140,  1310,   536
Raes_2020.1.SRP114822___SRR10759590,SRR10759590,Raes_2020,Raes_2020:1:SRP114822, 17210,  4656,  2031,  1554,    23
Raes_2020.1.SRP114822___SRR10759591,SRR10759591,Raes_2020,Raes_2020:1:SRP114822, 62734, 53503, 52189, 51644, 50275
Raes_2020.1.SRP114822___SRR10759592,SRR10759592,Raes_2020,Raes_2020:1:SRP114822, 23635, 14220, 10647,  9327,  7161
Raes_2020.1.SRP114822___SRR10759593,SRR10759593,Raes_2020,Raes_2020:1:SRP114822, 55171, 54214, 53222, 53210, 53141
Raes_2020.1.SRP114822___SRR10759594,SRR10759594,Raes_2020,Raes_2020:1:SRP114822, 43676, 30122, 22599, 20987, 18359
Raes_2020.1.SRP114822___SRR10759595,SRR10759595,Raes_2020,Raes_2020:1:SRP114822, 38609, 28775, 27664, 27502, 26220
Raes_2020.1.SRP114822___SRR10759596,SRR10759596,Raes_2020,Raes_2020:1:SRP114822, 25945, 20407, 18703, 18333,   473
Raes_2020.1.SRP114822___SRR10759597,SRR10759597,Raes_2020,Raes_2020:1:SRP114822, 61823, 56390, 55175, 55017, 54439
Raes_2020.1.SRP114822___SRR10759598,SRR10759598,Raes_2020,Raes_2020:1:SRP114822,  8385,  3733,  2789,  2288,  2119
Raes_2020.1.SRP114822___SRR10759599,SRR10759599,Raes_2020,Raes_2020:1:SRP114822, 14226,  4145,  2108,  1443,   131
Raes_2020.1.SRP114822___SRR10759600,SRR10759600,Raes_2020,Raes_2020:1:SRP114822, 43726, 31561, 26995, 26443, 22630
Raes_2020.1.SRP114822___SRR10759601,SRR10759601,Raes_2020,Raes_2020:1:SRP114822,105123,104416,103182,103172, 96992
Raes_2020.1.SRP114822___SRR10759602,SRR10759602,Raes_2020,Raes_2020:1:SRP114822, 53251, 43075, 41542, 40645, 20432
Raes_2020.1.SRP114822___SRR10759603,SRR10759603,Raes_2020,Raes_2020:1:SRP114822, 16208,  7795,  7213,  7146,  5282
Raes_2020.1.SRP114822___SRR10759604,SRR10759604,Raes_2020,Raes_2020:1:SRP114822, 17623, 13572, 11273, 11101, 10242
Raes_2020.1.SRP114822___SRR10759605,SRR10759605,Raes_2020,Raes_2020:1:SRP114822,165496,159641,156067,155707,155676
Raes_2020.1.SRP114822___SRR10759606,SRR10759606,Raes_2020,Raes_2020:1:SRP114822, 22062,  3421,  1051,   762,   318
Raes_2020.1.SRP114822___SRR10759607,SRR10759607,Raes_2020,Raes_2020:1:SRP114822,131801,128283,127219,127016,127016
Raes_2020.1.SRP114822___SRR10759608,SRR10759608,Raes_2020,Raes_2020:1:SRP114822,127053,124651,123861,123610,123573
Raes_2020.1.SRP114822___SRR10759609,SRR10759609,Raes_2020,Raes_2020:1:SRP114822,129740,116477,113600,112969,112687
Raes_2020.1.SRP114822___SRR10759610,SRR10759610,Raes_2020,Raes_2020:1:SRP114822,105315,100443,100096, 99781, 99731
Raes_2020.1.SRP114822___SRR10759611,SRR10759611,Raes_2020,Raes_2020:1:SRP114822,   441,   419,     0,     0,     0
Raes_2020.1.SRP114822___SRR10759612,SRR10759612,Raes_2020,Raes_2020:1:SRP114822, 82187, 75087, 73957, 73721, 73168
Raes_2020.1.SRP114822___SRR10759613,SRR10759613,Raes_2020,Raes_2020:1:SRP114822, 81488, 69340, 68456, 67851, 67240
Raes_2020.1.SRP114822___SRR10759614,SRR10759614,Raes_2020,Raes_2020:1:SRP114822, 73429, 67787, 66618, 66263, 65958
Raes_2020.1.SRP114822___SRR10759615,SRR10759615,Raes_2020,Raes_2020:1:SRP114822, 97656, 89423, 88110, 87649, 87255
Raes_2020.1.SRP114822___SRR10759616,SRR10759616,Raes_2020,Raes_2020:1:SRP114822, 28573, 22742, 20159, 19232, 19155
Raes_2020.1.SRP114822___SRR10759617,SRR10759617,Raes_2020,Raes_2020:1:SRP114822, 16447,  9573,  7166,  6158,  4537
Raes_2020.1.SRP114822___SRR10759618,SRR10759618,Raes_2020,Raes_2020:1:SRP114822, 20281,  8478,  6349,  5609,  5561
Raes_2020.1.SRP114822___SRR10759619,SRR10759619,Raes_2020,Raes_2020:1:SRP114822, 53397, 46178, 43751, 42841, 42764
Raes_2020.1.SRP114822___SRR10759620,SRR10759620,Raes_2020,Raes_2020:1:SRP114822, 53906, 51876, 48901, 48046, 47772
Raes_2020.1.SRP114822___SRR10759621,SRR10759621,Raes_2020,Raes_2020:1:SRP114822, 87903, 82361, 81344, 80994, 80978
Raes_2020.1.SRP114822___SRR10759622,SRR10759622,Raes_2020,Raes_2020:1:SRP114822, 48604, 46009, 44030, 42854, 42357
Raes_2020.1.SRP114822___SRR10759623,SRR10759623,Raes_2020,Raes_2020:1:SRP114822, 12196,  5989,  5066,  4294,  3929
Raes_2020.1.SRP114822___SRR10759624,SRR10759624,Raes_2020,Raes_2020:1:SRP114822, 41167, 37390, 34841, 33567, 33366
Raes_2020.1.SRP114822___SRR10759625,SRR10759625,Raes_2020,Raes_2020:1:SRP114822, 21120, 12628,  8314,  5623,  5064
Raes_2020.1.SRP114822___SRR10759626,SRR10759626,Raes_2020,Raes_2020:1:SRP114822, 97689, 97632, 95414, 95414, 95414
Raes_2020.1.SRP114822___SRR10759627,SRR10759627,Raes_2020,Raes_2020:1:SRP114822, 95885, 95732, 94852, 94852, 94852
Raes_2020.1.SRP114822___SRR10759628,SRR10759628,Raes_2020,Raes_2020:1:SRP114822,144105,143944,142922,142922,142922
Raes_2020.1.SRP114822___SRR10759629,SRR10759629,Raes_2020,Raes_2020:1:SRP114822, 57247, 53975, 53338, 53248, 53136
Raes_2020.1.SRP114822___SRR10759630,SRR10759630,Raes_2020,Raes_2020:1:SRP114822, 48672, 42243, 37987, 37351, 37101
Raes_2020.1.SRP114822___SRR10759631,SRR10759631,Raes_2020,Raes_2020:1:SRP114822,102052, 99028, 96294, 96085, 96047
Raes_2020.1.SRP114822___SRR10759632,SRR10759632,Raes_2020,Raes_2020:1:SRP114822, 31972, 27105, 18459, 16439, 14484
Raes_2020.1.SRP114822___SRR10759633,SRR10759633,Raes_2020,Raes_2020:1:SRP114822, 71087, 70038, 69677, 69635, 69635
Raes_2020.1.SRP114822___SRR10759634,SRR10759634,Raes_2020,Raes_2020:1:SRP114822,142470,142398,142014,142014,142014
Raes_2020.1.SRP114822___SRR10759635,SRR10759635,Raes_2020,Raes_2020:1:SRP114822,197069,197010,195057,195053,195053
Raes_2020.1.SRP114822___SRR10759636,SRR10759636,Raes_2020,Raes_2020:1:SRP114822,  2333,   739,     0,     0,     0
Raes_2020.1.SRP114822___SRR10759637,SRR10759637,Raes_2020,Raes_2020:1:SRP114822,133849,133833,132393,132393,132393
Raes_2020.1.SRP114822___SRR10759638,SRR10759638,Raes_2020,Raes_2020:1:SRP114822,100862,100847, 99007, 99007, 99007
Raes_2020.1.SRP114822___SRR10759639,SRR10759639,Raes_2020,Raes_2020:1:SRP114822, 87939, 87926, 86802, 86802, 86802
Raes_2020.1.SRP114822___SRR10759640,SRR10759640,Raes_2020,Raes_2020:1:SRP114822, 78789, 78763, 78206, 78206, 78206
Raes_2020.1.SRP114822___SRR10759641,SRR10759641,Raes_2020,Raes_2020:1:SRP114822, 57739, 57718, 56765, 56765, 56765
Raes_2020.1.SRP114822___SRR10759642,SRR10759642,Raes_2020,Raes_2020:1:SRP114822, 91146, 91137, 89899, 89899, 89899
Raes_2020.1.SRP114822___SRR10759643,SRR10759643,Raes_2020,Raes_2020:1:SRP114822, 60310, 60292, 60047, 60047, 60047
Raes_2020.1.SRP114822___SRR10759644,SRR10759644,Raes_2020,Raes_2020:1:SRP114822, 94068, 94018, 91266, 91266, 91266
Raes_2020.1.SRP114822___SRR10759645,SRR10759645,Raes_2020,Raes_2020:1:SRP114822,109979,109910,108025,108025,108025
Raes_2020.1.SRP114822___SRR10759646,SRR10759646,Raes_2020,Raes_2020:1:SRP114822, 84290, 84279, 83682, 83682, 83682
Raes_2020.1.SRP114822___SRR10759647,SRR10759647,Raes_2020,Raes_2020:1:SRP114822, 13827, 12115, 11828, 11795, 11795
Raes_2020.1.SRP114822___SRR10759648,SRR10759648,Raes_2020,Raes_2020:1:SRP114822,117903,117877,116994,116994,116994
Raes_2020.1.SRP114822___SRR10759649,SRR10759649,Raes_2020,Raes_2020:1:SRP114822, 89408, 89396, 89289, 89289, 89289
Raes_2020.1.SRP114822___SRR10759650,SRR10759650,Raes_2020,Raes_2020:1:SRP114822, 87944, 87927, 87389, 87389, 87389
Raes_2020.1.SRP114822___SRR10759651,SRR10759651,Raes_2020,Raes_2020:1:SRP114822, 94057, 93995, 93995, 93995, 93995
Raes_2020.1.SRP114822___SRR10759652,SRR10759652,Raes_2020,Raes_2020:1:SRP114822,109332,109259,106757,106757,106757
Raes_2020.1.SRP114822___SRR10759653,SRR10759653,Raes_2020,Raes_2020:1:SRP114822,135251,135208,134558,134558,134558
Raes_2020.1.SRP114822___SRR10759654,SRR10759654,Raes_2020,Raes_2020:1:SRP114822,107257,106767,106565,106565,106565
Raes_2020.1.SRP114822___SRR10759655,SRR10759655,Raes_2020,Raes_2020:1:SRP114822, 73703, 73601, 72462, 72462, 72462
Raes_2020.1.SRP114822___SRR10759656,SRR10759656,Raes_2020,Raes_2020:1:SRP114822, 59060, 59006, 58260, 58247, 58235
Raes_2020.1.SRP114822___SRR10759657,SRR10759657,Raes_2020,Raes_2020:1:SRP114822, 79261, 79119, 78832, 78832, 78477
Raes_2020.1.SRP114822___SRR10759658,SRR10759658,Raes_2020,Raes_2020:1:SRP114822, 23076,  9834,     0,     0,     0
Raes_2020.1.SRP114822___SRR10759659,SRR10759659,Raes_2020,Raes_2020:1:SRP114822, 78465, 78451, 78425, 78425, 78425
Raes_2020.1.SRP114822___SRR10759660,SRR10759660,Raes_2020,Raes_2020:1:SRP114822, 63268, 63245, 62912, 62912, 62893
Raes_2020.1.SRP114822___SRR10759661,SRR10759661,Raes_2020,Raes_2020:1:SRP114822,102058,100397,100261,100064,100024
Raes_2020.1.SRP114822___SRR10759662,SRR10759662,Raes_2020,Raes_2020:1:SRP114822, 30633,  4795,  1993,   322,    60
Raes_2020.1.SRP114822___SRR10759663,SRR10759663,Raes_2020,Raes_2020:1:SRP114822, 47521, 43050, 42585, 42552, 42292
Raes_2020.1.SRP114822___SRR10759664,SRR10759664,Raes_2020,Raes_2020:1:SRP114822, 19725,  6062,  2821,    21,    21
Raes_2020.1.SRP114822___SRR10759665,SRR10759665,Raes_2020,Raes_2020:1:SRP114822, 30390, 21344, 18037, 16451, 16092
Raes_2020.1.SRP114822___SRR10759666,SRR10759666,Raes_2020,Raes_2020:1:SRP114822, 45801, 39391, 36194, 34954, 34811
Raes_2020.1.SRP114822___SRR10759667,SRR10759667,Raes_2020,Raes_2020:1:SRP114822, 63507, 54153, 51973, 50293, 49946
Raes_2020.1.SRP114822___SRR10759668,SRR10759668,Raes_2020,Raes_2020:1:SRP114822,102428,101960,100344,100344,100344
Raes_2020.1.SRP114822___SRR10759669,SRR10759669,Raes_2020,Raes_2020:1:SRP114822, 57305, 53089, 52361, 52002, 51966
Raes_2020.1.SRP114822___SRR10759670,SRR10759670,Raes_2020,Raes_2020:1:SRP114822,114684,113149,110160,110080,110080
Raes_2020.1.SRP114822___SRR10759671,SRR10759671,Raes_2020,Raes_2020:1:SRP114822,108042,107798,107780,107758,107758
Raes_2020.1.SRP114822___SRR10759672,SRR10759672,Raes_2020,Raes_2020:1:SRP114822, 86370, 85441, 84645, 84583, 84583
Raes_2020.1.SRP114822___SRR10759673,SRR10759673,Raes_2020,Raes_2020:1:SRP114822,105218,104650,104422,104422,104422
Raes_2020.1.SRP114822___SRR10759674,SRR10759674,Raes_2020,Raes_2020:1:SRP114822,  4139,  1436,     0,     0,     0
Raes_2020.1.SRP114822___SRR10759675,SRR10759675,Raes_2020,Raes_2020:1:SRP114822, 33433,  8748,  5221,  3221,    48
Raes_2020.1.SRP114822___SRR10759676,SRR10759676,Raes_2020,Raes_2020:1:SRP114822, 37542, 23893, 18033, 13187, 11582
Sato_2021.1.DRP007115___DRR256248,DRR256248,Sato_2021,Sato_2021:1:DRP007115, 26928, 25305, 21098, 18157, 13685
Sato_2021.1.DRP007115___DRR256249,DRR256249,Sato_2021,Sato_2021:1:DRP007115, 21311, 17995, 15450, 12540,  7242
Sato_2021.1.DRP007115___DRR256250,DRR256250,Sato_2021,Sato_2021:1:DRP007115, 57868, 54074, 50246, 47471, 43707
Sato_2021.1.DRP007115___DRR256251,DRR256251,Sato_2021,Sato_2021:1:DRP007115, 47981, 45650, 43088, 39134, 33964
Sato_2021.1.DRP007115___DRR256252,DRR256252,Sato_2021,Sato_2021:1:DRP007115, 25577, 21940, 14700, 12934, 10753
Sato_2021.1.DRP007115___DRR256253,DRR256253,Sato_2021,Sato_2021:1:DRP007115, 23170, 20650, 16846, 16126, 15249
Sato_2021.1.DRP007115___DRR256254,DRR256254,Sato_2021,Sato_2021:1:DRP007115, 21349, 18875, 14380, 12870,  7852
Sato_2021.1.DRP007115___DRR256255,DRR256255,Sato_2021,Sato_2021:1:DRP007115, 27933, 22990, 20087, 18186, 12603
Sato_2021.1.DRP007115___DRR256256,DRR256256,Sato_2021,Sato_2021:1:DRP007115, 20600, 18293, 15417, 12979,  8335
Sato_2021.1.DRP007115___DRR256257,DRR256257,Sato_2021,Sato_2021:1:DRP007115,  3034,  2801,  2581,  2364,  1340
Sato_2021.1.DRP007115___DRR256258,DRR256258,Sato_2021,Sato_2021:1:DRP007115, 22339, 20090, 17063, 14046,  5707
Sato_2021.1.DRP007115___DRR256259,DRR256259,Sato_2021,Sato_2021:1:DRP007115, 21002, 19080, 14905, 12080,  4791
Sato_2021.1.DRP007115___DRR256260,DRR256260,Sato_2021,Sato_2021:1:DRP007115, 30099, 27479, 19942, 15569,  9458
Sato_2021.1.DRP007115___DRR256261,DRR256261,Sato_2021,Sato_2021:1:DRP007115, 66390, 65160, 56228, 53778, 50239
Sato_2021.1.DRP007115___DRR256262,DRR256262,Sato_2021,Sato_2021:1:DRP007115, 18312, 17424, 14895, 14119, 11751
Sato_2021.1.DRP007115___DRR256263,DRR256263,Sato_2021,Sato_2021:1:DRP007115, 39816, 36943, 31622, 26503, 14346
Sato_2021.1.DRP007115___DRR256264,DRR256264,Sato_2021,Sato_2021:1:DRP007115,  8213,  7795,  6398,  5724,  3660
Sato_2021.1.DRP007115___DRR256265,DRR256265,Sato_2021,Sato_2021:1:DRP007115, 23658, 21586, 17940, 16203, 12170
Sato_2021.1.DRP007115___DRR256266,DRR256266,Sato_2021,Sato_2021:1:DRP007115, 32333, 28159, 22351, 16754, 10957
Sato_2021.1.DRP007115___DRR256267,DRR256267,Sato_2021,Sato_2021:1:DRP007115, 30572, 26481, 20799, 15542,  8150
Sato_2021.1.DRP007115___DRR256268,DRR256268,Sato_2021,Sato_2021:1:DRP007115, 26286, 24321, 16821, 12604,  7942
Sato_2021.1.DRP007115___DRR256269,DRR256269,Sato_2021,Sato_2021:1:DRP007115, 34771, 33521, 26881, 24542, 22012
Sato_2021.1.DRP007115___DRR256270,DRR256270,Sato_2021,Sato_2021:1:DRP007115, 20860, 20519, 18863, 16907, 14714
Sato_2021.1.DRP007115___DRR256271,DRR256271,Sato_2021,Sato_2021:1:DRP007115, 49560, 48065, 43840, 42772, 38294
Sato_2021.1.DRP007115___DRR256272,DRR256272,Sato_2021,Sato_2021:1:DRP007115, 17830, 17053, 15633, 14443, 10741
Sato_2021.1.DRP007115___DRR256273,DRR256273,Sato_2021,Sato_2021:1:DRP007115, 46635, 44770, 35549, 31869, 26305
Sato_2021.1.DRP007115___DRR256274,DRR256274,Sato_2021,Sato_2021:1:DRP007115, 25665, 24835, 22280, 20876, 17755
Sato_2021.1.DRP007115___DRR256275,DRR256275,Sato_2021,Sato_2021:1:DRP007115, 15279, 14392, 10214,  8814,  4851
Selden_2021.1.SRP297611___SRR13240302,SRR13240302,Selden_2021,Selden_2021:1:SRP297611, 77687, 77687, 55487, 46095, 41398
Selden_2021.1.SRP297611___SRR13240303,SRR13240303,Selden_2021,Selden_2021:1:SRP297611, 80645, 80645, 42944, 25649, 21740
Selden_2021.1.SRP297611___SRR13240304,SRR13240304,Selden_2021,Selden_2021:1:SRP297611, 41058, 41058, 29127, 20103, 16744
Selden_2021.1.SRP297611___SRR13240305,SRR13240305,Selden_2021,Selden_2021:1:SRP297611, 76537, 76537, 37802, 20207, 15343
Selden_2021.1.SRP297611___SRR13240306,SRR13240306,Selden_2021,Selden_2021:1:SRP297611, 36277, 36277, 34173, 30703, 25361
Selden_2021.1.SRP297611___SRR13240307,SRR13240307,Selden_2021,Selden_2021:1:SRP297611,105596,105596,103057,102691,102475
Selden_2021.1.SRP297611___SRR13240308,SRR13240308,Selden_2021,Selden_2021:1:SRP297611, 75038, 75038, 61179, 51708, 50493
Selden_2021.1.SRP297611___SRR13240309,SRR13240309,Selden_2021,Selden_2021:1:SRP297611,116811,116811,113197,108975,108397
Selden_2021.1.SRP297611___SRR13240310,SRR13240310,Selden_2021,Selden_2021:1:SRP297611, 94870, 94870, 87502, 42435, 40513
Selden_2021.1.SRP297611___SRR13240311,SRR13240311,Selden_2021,Selden_2021:1:SRP297611, 92063, 92063, 77955, 71943, 69382
Shiozaki_2017.1.DRP003762___KH.14.3.St02.DNA,KH.14.3.St02.DNA,Shiozaki_2017,Shiozaki_2017:1:DRP003762,  3656,  3653,  2977,  2977,  2977
Shiozaki_2017.1.DRP003762___KH.14.3.St03.DNA,KH.14.3.St03.DNA,Shiozaki_2017,Shiozaki_2017:1:DRP003762,  7682,  7600,  7380,  7258,  7258
Shiozaki_2017.1.DRP003762___KH.14.3.St04.DNA,KH.14.3.St04.DNA,Shiozaki_2017,Shiozaki_2017:1:DRP003762,  8620,  8620,  8490,  8490,  8490
Shiozaki_2017.1.DRP003762___KH.14.3.St05.DNA,KH.14.3.St05.DNA,Shiozaki_2017,Shiozaki_2017:1:DRP003762,  7206,  7206,  7206,  7206,  7206
Shiozaki_2017.1.DRP003762___KH.14.3.St06.DNA,KH.14.3.St06.DNA,Shiozaki_2017,Shiozaki_2017:1:DRP003762,  2561,  2561,  2527,  2527,  2527
Shiozaki_2017.1.DRP003762___KH.14.3.St07.DNA,KH.14.3.St07.DNA,Shiozaki_2017,Shiozaki_2017:1:DRP003762, 10576, 10526, 10257, 10257, 10257
Shiozaki_2017.1.DRP003762___KH.14.3.St08.DNA,KH.14.3.St08.DNA,Shiozaki_2017,Shiozaki_2017:1:DRP003762,  4576,  1593,  1007,   891,   615
Shiozaki_2017.1.DRP003762___KH.14.3.St09.DNA,KH.14.3.St09.DNA,Shiozaki_2017,Shiozaki_2017:1:DRP003762,   227,   182,     0,     0,     0
Shiozaki_2017.2.DRP003762___KH.14.3.St03day.cDNA,KH.14.3.St03day.cDNA,Shiozaki_2017,Shiozaki_2017:2:DRP003762,  2876,  2869,  2810,  2810,  2810
